name,n,p,k,seed,time,ticks,sol_nodes,gap,time_lim,edges,cnnct_cmp,avg_clust,avg_deg,std_deg
wsg_0000,100,0.0001,2,1,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0001,100,0.0001,2,2,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0002,100,0.0001,2,3,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0003,100,0.0001,2,4,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0004,100,0.0001,2,5,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0005,100,0.0001,2,6,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0006,100,0.0001,2,7,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0007,100,0.0001,2,8,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0008,100,0.0001,2,9,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0009,100,0.0001,2,10,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0010,100,0.0001,2,11,0.00,1.06,"50.0
",0.0,False,100,1,0.0,2.0,0.2
wsg_0011,100,0.0001,2,12,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0012,100,0.0001,2,13,0.01,1.27,"50.0
",0.0,False,100,1,0.0,2.0,0.0
wsg_0013,100,0.0001,2,14,0.00,0.92,"50.0
",0.0,False,100,1,0.0,2.0,0.1414213562373095
wsg_0014,100,0.0001,2,15,0.00,0.81,"50.0
",0.0,False,100,1,0.0,2.0,0.2
wsg_0015,100,0.0001,5,1,0.01,0.57,"49.0
",0.0,False,100,1,0.0,2.0,0.37416573867739417
wsg_0016,100,0.0001,5,2,0.00,1.04,"50.0
",0.0,False,100,1,0.0,2.0,0.2449489742783178
wsg_0017,100,0.0001,5,3,0.01,1.63,"50.0
",0.0,False,100,2,0.0,2.0,0.469041575982343
wsg_0018,100,0.0001,5,4,0.01,0.62,"50.0
",0.0,False,100,2,0.0,2.0,0.37416573867739417
wsg_0019,100,0.0001,5,5,0.00,0.41,"50.0
",0.0,False,100,3,0.02333333333333333,2.0,0.469041575982343
wsg_0020,100,0.0001,5,6,0.00,0.32,"48.0
",0.0,False,100,3,0.016666666666666666,2.0,0.6
wsg_0021,100,0.0001,5,7,0.00,0.32,"48.0
",0.0,False,100,2,0.015,2.0,0.565685424949238
wsg_0022,100,0.0001,5,8,0.00,0.26,"45.0
",0.0,False,100,1,0.0,2.0,0.7348469228349535
wsg_0023,100,0.0001,5,9,0.00,0.24,"47.0
",0.0,False,100,1,0.0,2.0,0.7483314773547883
wsg_0024,100,0.0001,5,10,0.00,0.22,"46.0
",0.0,False,100,1,0.0,2.0,0.7483314773547883
wsg_0025,100,0.0001,5,11,0.00,0.22,"46.0
",0.0,False,100,4,0.023333333333333334,2.0,0.7348469228349535
wsg_0026,100,0.0001,5,12,0.00,0.21,"45.0
",0.0,False,100,2,0.0,2.0,0.8366600265340756
wsg_0027,100,0.0001,5,13,0.00,0.23,"44.0
",0.0,False,100,2,0.0,2.0,0.9273618495495703
wsg_0028,100,0.0001,5,14,0.00,0.19,"46.0
",0.0,False,100,1,0.0,2.0,0.8246211251235321
wsg_0029,100,0.0001,5,15,0.00,0.23,"45.0
",0.0,False,100,1,0.0,2.0,0.7874007874011811
wsg_0030,100,0.0001,10,1,0.00,0.19,"43.0
",0.0,False,100,2,0.015,2.0,0.916515138991168
wsg_0031,100,0.0001,10,2,0.00,0.20,"44.0
",0.0,False,100,3,0.03833333333333334,2.0,0.938083151964686
wsg_0032,100,0.0001,10,3,0.00,0.18,"43.0
",0.0,False,100,2,0.016666666666666666,2.0,1.019803902718557
wsg_0033,100,0.0001,10,4,0.00,0.23,"46.0
",0.0,False,100,2,0.0,2.0,0.8602325267042626
wsg_0034,100,0.0001,10,5,0.00,0.18,"44.0
",0.0,False,100,2,0.015,2.0,1.019803902718557
wsg_0035,100,0.0001,10,6,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0036,100,0.0001,10,7,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0037,100,0.0001,10,8,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0038,100,0.0001,10,9,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0039,100,0.0001,10,10,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0040,100,0.0001,10,11,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0041,100,0.0001,10,12,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0042,100,0.0001,10,13,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0043,100,0.0001,10,14,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0044,100,0.0001,10,15,0.01,2.08,"67.0
",0.0,False,200,1,0.5,4.0,0.0
wsg_0045,100,0.0001,20,1,0.01,1.09,"66.0
",0.0,False,200,1,0.47200000000000003,4.0,0.282842712474619
wsg_0046,100,0.0001,20,2,0.03,7.61,"67.0
",0.0,False,200,1,0.4963333333333334,4.0,0.1414213562373095
wsg_0047,100,0.0001,20,3,0.01,1.93,"67.0
",0.0,False,200,1,0.49633333333333335,4.0,0.1414213562373095
wsg_0048,100,0.0001,20,4,0.03,6.34,"67.0
",0.0,False,200,1,0.48966666666666675,4.0,0.1414213562373095
wsg_0049,100,0.0001,20,5,0.01,1.27,"66.0
",0.0,False,200,1,0.4793333333333334,4.0,0.2
wsg_0050,100,0.0001,20,6,0.02,4.15,"65.0
",0.0,False,200,1,0.38766666666666666,4.0,0.5830951894845301
wsg_0051,100,0.0001,20,7,0.01,1.54,"65.0
",0.0,False,200,1,0.389,4.0,0.6
wsg_0052,100,0.0001,20,8,0.01,1.07,"63.0
",0.0,False,200,1,0.37933333333333336,4.0,0.565685424949238
wsg_0053,100,0.0001,20,9,0.01,1.49,"64.0
",0.0,False,200,1,0.3916666666666668,4.0,0.6
wsg_0054,100,0.0001,20,10,0.01,1.04,"64.0
",0.0,False,200,1,0.37300000000000005,4.0,0.565685424949238
wsg_0055,100,0.0001,20,11,0.02,2.90,"60.0
",0.0,False,200,1,0.24671428571428566,4.0,0.9899494936611666
wsg_0056,100,0.0001,20,12,0.03,4.39,"61.0
",0.0,False,200,1,0.2671428571428571,4.0,1.0392304845413265
wsg_0057,100,0.0001,20,13,0.02,3.74,"58.0
",0.0,False,200,1,0.21442857142857144,4.0,1.1489125293076057
wsg_0058,100,0.0001,20,14,0.04,9.71,"58.0
",0.0,False,200,1,0.11242857142857143,4.0,1.0583005244258363
wsg_0059,100,0.0001,20,15,0.03,6.24,"60.0
",0.0,False,200,1,0.17599999999999993,4.0,0.9797958971132712
wsg_0060,100,0.0001,30,1,0.01,1.49,"58.0
",0.0,False,200,1,0.12592857142857145,4.0,1.2727922061357855
wsg_0061,100,0.0001,30,2,0.09,20.05,"57.99999999999993
",0.0,False,200,1,0.10361904761904761,4.0,1.2328828005937953
wsg_0062,100,0.0001,30,3,0.01,1.20,"53.0
",0.0,False,200,1,0.09738095238095237,4.0,1.3490737563232043
wsg_0063,100,0.0001,30,4,0.30,69.88,"58.0
",0.0,False,200,1,0.06884126984126984,4.0,1.224744871391589
wsg_0064,100,0.0001,30,5,0.04,8.20,"56.0
",0.0,False,200,1,0.07242857142857143,4.0,1.296148139681572
wsg_0065,100,0.0001,30,6,0.27,60.91,"57.0
",0.0,False,200,1,0.026809523809523807,4.0,1.224744871391589
wsg_0066,100,0.0001,30,7,0.04,8.85,"55.0
",0.0,False,200,1,0.06403174603174604,4.0,1.378404875209022
wsg_0067,100,0.0001,30,8,0.06,13.85,"55.0
",0.0,False,200,1,0.023396825396825395,4.0,1.51657508881031
wsg_0068,100,0.0001,30,9,0.10,22.95,"56.0
",0.0,False,200,1,0.03,4.0,1.2727922061357855
wsg_0069,100,0.0001,30,10,0.06,13.82,"55.0
",0.0,False,200,1,0.02066666666666667,4.0,1.3190905958272918
wsg_0070,100,0.0001,30,11,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0071,100,0.0001,30,12,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0072,100,0.0001,30,13,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0073,100,0.0001,30,14,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0074,100,0.0001,30,15,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0075,100,0.001,2,1,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0076,100,0.001,2,2,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0077,100,0.001,2,3,0.01,3.09,"84.0
",0.0,False,500,1,0.6666666666666669,10.0,0.0
wsg_0078,100,0.001,2,4,0.01,2.90,"84.0
",0.0,False,500,1,0.6642323232323234,10.0,0.1414213562373095
wsg_0079,100,0.001,2,5,0.01,2.44,"83.0
",0.0,False,500,1,0.6627878787878791,10.0,0.1414213562373095
wsg_0080,100,0.001,2,6,0.01,1.94,"82.0
",0.0,False,500,1,0.6405454545454546,10.0,0.34641016151377546
wsg_0081,100,0.001,2,7,0.01,1.93,"83.0
",0.0,False,500,1,0.6526616161616162,10.0,0.31622776601683794
wsg_0082,100,0.001,2,8,0.01,2.12,"83.0
",0.0,False,500,1,0.650429292929293,10.0,0.282842712474619
wsg_0083,100,0.001,2,9,0.01,2.09,"82.0
",0.0,False,500,1,0.6516666666666668,10.0,0.282842712474619
wsg_0084,100,0.001,2,10,0.01,1.94,"82.0
",0.0,False,500,1,0.6504141414141416,10.0,0.282842712474619
wsg_0085,100,0.001,2,11,0.02,4.04,"79.0
",0.0,False,500,1,0.5071197691197691,10.0,0.938083151964686
wsg_0086,100,0.001,2,12,0.02,4.02,"79.0
",0.0,False,500,1,0.4876424131424132,10.0,1.0488088481701516
wsg_0087,100,0.001,2,13,0.03,7.41,"78.0
",0.0,False,500,1,0.5050021090021091,10.0,0.9273618495495703
wsg_0088,100,0.001,2,14,0.01,2.29,"78.0
",0.0,False,500,1,0.49558702408702404,10.0,0.9055385138137416
wsg_0089,100,0.001,2,15,0.04,5.55,"79.0
",0.0,False,500,1,0.5005504495504496,10.0,0.938083151964686
wsg_0090,100,0.001,5,1,0.12,27.51,"75.0
",0.0,False,500,1,0.3194518814518814,10.0,1.469693845669907
wsg_0091,100,0.001,5,2,0.35,89.15,"76.0
",0.0,False,500,1,0.2805188145188145,10.0,1.42828568570857
wsg_0092,100,0.001,5,3,0.41,98.15,"75.0
",0.0,False,500,1,0.28036913086913084,10.0,1.5297058540778354
wsg_0093,100,0.001,5,4,0.42,103.09,"74.0
",0.0,False,500,1,0.2587559662559662,10.0,1.5491933384829668
wsg_0094,100,0.001,5,5,0.40,103.29,"75.0
",0.0,False,500,1,0.27810417360417367,10.0,1.489966442575134
wsg_0095,100,0.001,5,6,0.39,99.50,"72.0
",0.0,False,500,1,0.16676262626262622,10.0,1.9235384061671346
wsg_0096,100,0.001,5,7,0.43,98.42,"72.0
",0.0,False,500,1,0.1533969363969364,10.0,1.8547236990991407
wsg_0097,100,0.001,5,8,0.48,125.58,"72.0
",0.0,False,500,1,0.1362710622710623,10.0,1.9798989873223332
wsg_0098,100,0.001,5,9,0.54,134.26,"72.0
",0.0,False,500,1,0.14517636285283342,10.0,2.1260291625469296
wsg_0099,100,0.001,5,10,0.41,98.57,"72.0
",0.0,False,500,1,0.12862914862914862,10.0,1.9183326093250879
wsg_0100,100,0.001,5,11,0.83,258.35,"72.0
",0.0,False,500,1,0.08972399822399822,10.0,1.9544820285692064
wsg_0101,100,0.001,5,12,0.40,111.01,"71.0
",0.0,False,500,1,0.09790473415473416,10.0,2.0
wsg_0102,100,0.001,5,13,1.04,282.04,"71.0
",0.0,False,500,1,0.08729803529803531,10.0,1.9949937343260002
wsg_0103,100,0.001,5,14,0.76,219.14,"71.0
",0.0,False,500,1,0.09303096903096902,10.0,2.04939015319192
wsg_0104,100,0.001,5,15,0.66,192.80,"71.0
",0.0,False,500,1,0.08688306138306139,10.0,2.186321110907545
wsg_0105,100,0.001,10,1,0.02,4.87,"91.0
",0.0,False,1000,1,0.7105263157894739,20.0,0.0
wsg_0106,100,0.001,10,2,0.02,4.87,"91.0
",0.0,False,1000,1,0.7105263157894739,20.0,0.0
wsg_0107,100,0.001,10,3,0.02,4.87,"91.0
",0.0,False,1000,1,0.7105263157894739,20.0,0.0
wsg_0108,100,0.001,10,4,0.02,4.87,"91.0
",0.0,False,1000,1,0.7105263157894739,20.0,0.0
wsg_0109,100,0.001,10,5,0.02,4.87,"91.0
",0.0,False,1000,1,0.7105263157894739,20.0,0.0
wsg_0110,100,0.001,10,6,0.02,4.22,"91.0
",0.0,False,1000,1,0.7085104427736008,20.0,0.1414213562373095
wsg_0111,100,0.001,10,7,0.02,4.87,"91.0
",0.0,False,1000,1,0.7105263157894739,20.0,0.0
wsg_0112,100,0.001,10,8,0.02,4.87,"91.0
",0.0,False,1000,1,0.7105263157894739,20.0,0.0
wsg_0113,100,0.001,10,9,0.02,4.01,"91.0
",0.0,False,1000,1,0.7078922305764414,20.0,0.2
wsg_0114,100,0.001,10,10,0.01,3.59,"90.0
",0.0,False,1000,1,0.7060033416875524,20.0,0.2
wsg_0115,100,0.001,10,11,0.01,3.46,"89.0
",0.0,False,1000,1,0.6894909332153912,20.0,0.5099019513592785
wsg_0116,100,0.001,10,12,0.01,3.39,"89.0
",0.0,False,1000,1,0.695951925267715,20.0,0.4242640687119285
wsg_0117,100,0.001,10,13,0.01,3.29,"89.0
",0.0,False,1000,1,0.6975914786967418,20.0,0.34641016151377546
wsg_0118,100,0.001,10,14,0.03,3.63,"90.0
",0.0,False,1000,1,0.6917117794486214,20.0,0.4472135954999579
wsg_0119,100,0.001,10,15,0.01,3.76,"90.0
",0.0,False,1000,1,0.6916267406484125,20.0,0.4898979485566356
wsg_0120,100,0.001,20,1,0.37,94.10,"86.0
",0.0,False,1000,1,0.5379807242569727,20.0,1.2649110640673518
wsg_0121,100,0.001,20,2,0.11,30.16,"86.0
",0.0,False,1000,1,0.5302388461854474,20.0,1.4352700094407325
wsg_0122,100,0.001,20,3,0.02,5.62,"85.0
",0.0,False,1000,1,0.5342534671173789,20.0,1.51657508881031
wsg_0123,100,0.001,20,4,0.18,55.99,"86.0
",0.0,False,1000,1,0.524900044179658,20.0,1.3856406460551018
wsg_0124,100,0.001,20,5,0.27,64.90,"86.0
",0.0,False,1000,1,0.5239465487810824,20.0,1.5362291495737217
wsg_0125,100,0.001,20,6,0.48,142.19,"84.0
",0.0,False,1000,1,0.35735275083197415,20.0,2.4372115213907883
wsg_0126,100,0.001,20,7,0.57,155.77,"82.0
",0.0,False,1000,1,0.34239918095245864,20.0,2.1354156504062622
wsg_0127,100,0.001,20,8,0.35,99.87,"83.0
",0.0,False,1000,1,0.32582838378399687,20.0,1.98997487421324
wsg_0128,100,0.001,20,9,0.34,97.99,"83.0
",0.0,False,1000,1,0.3347662406908537,20.0,2.1260291625469296
wsg_0129,100,0.001,20,10,0.45,132.69,"83.0
",0.0,False,1000,1,0.32391788871378985,20.0,2.445403852127497
wsg_0130,100,0.001,20,11,0.84,290.22,"82.0
",0.0,False,1000,1,0.24008669397985588,20.0,2.9631064780058107
wsg_0131,100,0.001,20,12,0.93,316.18,"82.0
",0.0,False,1000,1,0.2357640473671097,20.0,2.891366458960192
wsg_0132,100,0.001,20,13,1.14,407.80,"82.0
",0.0,False,1000,1,0.22352044577694244,20.0,2.7964262908219126
wsg_0133,100,0.001,20,14,0.93,327.38,"82.0
",0.0,False,1000,1,0.23934589479484483,20.0,2.3748684174075834
wsg_0134,100,0.001,20,15,0.93,260.82,"81.0
",0.0,False,1000,1,0.23276227202076571,20.0,3.0919249667480613
wsg_0135,100,0.001,30,1,1.06,371.55,"81.0
",0.0,False,1000,1,0.19214997930053834,20.0,3.159113799786263
wsg_0136,100,0.001,30,2,1.56,610.73,"82.0
",0.0,False,1000,1,0.1904315339593775,20.0,2.727636339397171
wsg_0137,100,0.001,30,3,1.08,387.34,"81.0
",0.0,False,1000,1,0.19276792067805665,20.0,2.817800560721074
wsg_0138,100,0.001,30,4,0.84,293.62,"80.0
",0.0,False,1000,1,0.19317528522613325,20.0,3.1717503054307414
wsg_0139,100,0.001,30,5,1.12,403.34,"81.0
",0.0,False,1000,1,0.19084844031775414,20.0,2.817800560721074
wsg_0140,100,0.001,30,6,0.02,6.52,"94.0
",0.0,False,1500,1,0.7241379310344827,30.0,0.0
wsg_0141,100,0.001,30,7,0.02,6.52,"94.0
",0.0,False,1500,1,0.7241379310344827,30.0,0.0
wsg_0142,100,0.001,30,8,0.02,6.52,"94.0
",0.0,False,1500,1,0.7241379310344827,30.0,0.0
wsg_0143,100,0.001,30,9,0.02,6.52,"94.0
",0.0,False,1500,1,0.7241379310344827,30.0,0.0
wsg_0144,100,0.001,30,10,0.02,6.52,"94.0
",0.0,False,1500,1,0.7241379310344827,30.0,0.0
wsg_0145,100,0.001,30,11,0.02,5.66,"94.0
",0.0,False,1500,1,0.7225640129244133,30.0,0.1414213562373095
wsg_0146,100,0.001,30,12,0.02,6.18,"94.0
",0.0,False,1500,1,0.7231257481858148,30.0,0.1414213562373095
wsg_0147,100,0.001,30,13,0.02,6.52,"94.0
",0.0,False,1500,1,0.7241379310344827,30.0,0.0
wsg_0148,100,0.001,30,14,0.02,5.70,"94.0
",0.0,False,1500,1,0.7217338842099684,30.0,0.2
wsg_0149,100,0.001,30,15,0.02,5.31,"93.0
",0.0,False,1500,1,0.7207782721542455,30.0,0.2
wsg_0150,100,0.01,2,1,0.03,7.67,"92.0
",0.0,False,1500,1,0.7057852897987767,30.0,0.565685424949238
wsg_0151,100,0.01,2,2,0.02,5.78,"92.0
",0.0,False,1500,1,0.7007372411144658,30.0,0.648074069840786
wsg_0152,100,0.01,2,3,0.02,5.04,"93.0
",0.0,False,1500,1,0.711436026802267,30.0,0.5099019513592785
wsg_0153,100,0.01,2,4,0.03,6.23,"92.0
",0.0,False,1500,1,0.7099808980878224,30.0,0.5099019513592785
wsg_0154,100,0.01,2,5,0.02,6.05,"92.0
",0.0,False,1500,1,0.7065255576109303,30.0,0.6324555320336759
wsg_0155,100,0.01,2,6,0.23,64.32,"89.0
",0.0,False,1500,1,0.5695618572324374,30.0,1.7776388834631178
wsg_0156,100,0.01,2,7,0.13,38.17,"89.0
",0.0,False,1500,1,0.5733022078129437,30.0,1.5362291495737217
wsg_0157,100,0.01,2,8,0.20,58.16,"89.0
",0.0,False,1500,1,0.5726045585676729,30.0,1.876166303929372
wsg_0158,100,0.01,2,9,0.25,71.21,"90.0
",0.0,False,1500,1,0.5649023481013813,30.0,1.8055470085267789
wsg_0159,100,0.01,2,10,0.20,54.74,"89.0
",0.0,False,1500,1,0.5581490234988027,30.0,1.7146428199482247
wsg_0160,100,0.01,2,11,0.77,197.88,"87.0
",0.0,False,1500,1,0.3977629419685637,30.0,2.7386127875258306
wsg_0161,100,0.01,2,12,0.89,256.79,"88.0
",0.0,False,1500,1,0.38822086413167434,30.0,2.831960451701259
wsg_0162,100,0.01,2,13,0.93,260.66,"87.0
",0.0,False,1500,1,0.3823163029909595,30.0,2.3664319132398464
wsg_0163,100,0.01,2,14,1.33,419.69,"88.0
",0.0,False,1500,1,0.39186972395203834,30.0,2.4124676163629637
wsg_0164,100,0.01,2,15,0.76,202.88,"87.0
",0.0,False,1500,1,0.3853671538570729,30.0,2.7129319932501073
wsg_0165,100,0.01,5,1,1.52,567.43,"87.0
",0.0,False,1500,1,0.3124045334467753,30.0,3.22490309931942
wsg_0166,100,0.01,5,2,1.48,494.61,"87.0
",0.0,False,1500,1,0.3221135125019626,30.0,2.9966648127543394
wsg_0167,100,0.01,5,3,1.48,493.66,"86.0
",0.0,False,1500,1,0.30865703370477254,30.0,2.9765752132274432
wsg_0168,100,0.01,5,4,1.54,562.25,"87.0
",0.0,False,1500,1,0.3227629216736432,30.0,3.283291031876401
wsg_0169,100,0.01,5,5,1.70,566.30,"87.0
",0.0,False,1500,1,0.32006592130676403,30.0,3.2310988842807022
wsg_0170,100,0.01,5,6,1.31,466.12,"86.0
",0.0,False,1500,1,0.3003151270660424,30.0,3.566510900025402
wsg_0171,100,0.01,5,7,1.73,580.71,"86.0
",0.0,False,1500,1,0.2963762462207115,30.0,3.4146742157927745
wsg_0172,100,0.01,5,8,1.40,496.76,"86.0
",0.0,False,1500,1,0.2966600335659245,30.0,3.2
wsg_0173,100,0.01,5,9,1.44,487.00,"85.0
",0.0,False,1500,1,0.294334901155654,30.0,3.5468295701936396
wsg_0174,100,0.01,5,10,1.59,538.01,"86.0
",0.0,False,1500,1,0.2992053428095014,30.0,3.4698703145794942
wsg_0175,100,0.01,5,11,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0176,100,0.01,5,12,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0177,100,0.01,5,13,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0178,100,0.01,5,14,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0179,100,0.01,5,15,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0180,100,0.01,10,1,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0181,100,0.01,10,2,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0182,100,0.01,10,3,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0183,100,0.01,10,4,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0184,100,0.01,10,5,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0185,100,0.01,10,6,0.01,1.36,"74.0
",0.0,False,150,1,0.0,2.0,0.2
wsg_0186,100,0.01,10,7,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0187,100,0.01,10,8,0.01,2.23,"75.0
",0.0,False,150,1,0.0,2.0,0.0
wsg_0188,100,0.01,10,9,0.01,2.62,"75.0
",0.0,False,150,1,0.0,2.0,0.11547005383792516
wsg_0189,100,0.01,10,10,0.01,2.24,"75.0
",0.0,False,150,1,0.0,2.0,0.16329931618554522
wsg_0190,100,0.01,10,11,0.00,0.78,"74.0
",0.0,False,150,1,0.0,2.0,0.38297084310253526
wsg_0191,100,0.01,10,12,0.01,1.48,"74.0
",0.0,False,150,1,0.0,2.0,0.41633319989322654
wsg_0192,100,0.01,10,13,0.00,0.73,"72.0
",0.0,False,150,4,0.015555555555555557,2.0,0.43204937989385733
wsg_0193,100,0.01,10,14,0.00,0.65,"74.0
",0.0,False,150,1,0.0,2.0,0.41633319989322654
wsg_0194,100,0.01,10,15,0.00,0.59,"74.0
",0.0,False,150,3,0.015555555555555557,2.0,0.46188021535170065
wsg_0195,100,0.01,20,1,0.00,0.41,"70.0
",0.0,False,150,1,0.0,2.0,0.6633249580710799
wsg_0196,100,0.01,20,2,0.00,0.41,"69.0
",0.0,False,150,1,0.0,2.0,0.6633249580710799
wsg_0197,100,0.01,20,3,0.00,0.39,"71.0
",0.0,False,150,2,0.014444444444444444,2.0,0.7118052168020874
wsg_0198,100,0.01,20,4,0.00,0.38,"71.0
",0.0,False,150,1,0.0,2.0,0.8
wsg_0199,100,0.01,20,5,0.00,0.36,"68.0
",0.0,False,150,2,0.0,2.0,0.7023769168568492
wsg_0200,100,0.01,20,6,0.00,0.31,"68.0
",0.0,False,150,2,0.0,2.0,0.7916228058025279
wsg_0201,100,0.01,20,7,0.00,0.31,"66.0
",0.0,False,150,1,0.0,2.0,0.8793937305515279
wsg_0202,100,0.01,20,8,0.00,0.35,"68.0
",0.0,False,150,3,0.0,2.0,0.816496580927726
wsg_0203,100,0.01,20,9,0.00,0.35,"68.0
",0.0,False,150,1,0.0,2.0,0.8640987597877147
wsg_0204,100,0.01,20,10,0.00,0.31,"66.0
",0.0,False,150,1,0.0,2.0,0.9018499505645788
wsg_0205,100,0.01,20,11,0.00,0.31,"68.0
",0.0,False,150,2,0.0,2.0,0.9309493362512627
wsg_0206,100,0.01,20,12,0.00,0.28,"65.0
",0.0,False,150,2,0.0,2.0,1.0066445913694333
wsg_0207,100,0.01,20,13,0.00,0.33,"68.0
",0.0,False,150,3,0.021111111111111112,2.0,0.9092121131323904
wsg_0208,100,0.01,20,14,0.00,0.27,"69.0
",0.0,False,150,2,0.0,2.0,0.9451631252505217
wsg_0209,100,0.01,20,15,0.00,0.29,"61.0
",0.0,False,150,4,0.0,2.0,1.1015141094572205
wsg_0210,100,0.01,30,1,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0211,100,0.01,30,2,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0212,100,0.01,30,3,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0213,100,0.01,30,4,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0214,100,0.01,30,5,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0215,100,0.01,30,6,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0216,100,0.01,30,7,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0217,100,0.01,30,8,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0218,100,0.01,30,9,0.01,2.72,"100.0
",0.0,False,300,1,0.5,4.0,0.0
wsg_0219,100,0.01,30,10,0.04,8.16,"100.0
",0.0,False,300,1,0.49755555555555553,4.0,0.11547005383792516
wsg_0220,100,0.01,30,11,0.01,2.97,"100.0
",0.0,False,300,1,0.47688888888888886,4.0,0.23094010767585033
wsg_0221,100,0.01,30,12,0.01,2.14,"100.0
",0.0,False,300,1,0.4951111111111111,4.0,0.16329931618554522
wsg_0222,100,0.01,30,13,0.03,6.82,"100.0
",0.0,False,300,1,0.4902222222222222,4.0,0.23094010767585033
wsg_0223,100,0.01,30,14,0.01,2.19,"99.0
",0.0,False,300,1,0.4846666666666667,4.0,0.23094010767585033
wsg_0224,100,0.01,30,15,0.01,2.05,"100.0
",0.0,False,300,1,0.4862222222222222,4.0,0.16329931618554522
wsg_0225,100,0.1,2,1,0.02,5.30,"95.0
",0.0,False,300,1,0.3805079365079365,4.0,0.6
wsg_0226,100,0.1,2,2,0.01,2.05,"96.0
",0.0,False,300,1,0.37177777777777776,4.0,0.6
wsg_0227,100,0.1,2,3,0.02,5.09,"95.0
",0.0,False,300,1,0.3582222222222222,4.0,0.6633249580710799
wsg_0228,100,0.1,2,4,0.01,2.08,"95.0
",0.0,False,300,1,0.3593333333333334,4.0,0.5887840577551898
wsg_0229,100,0.1,2,5,0.01,1.61,"97.0
",0.0,False,300,1,0.3884444444444444,4.0,0.6
wsg_0230,100,0.1,2,6,0.01,2.42,"90.0
",0.0,False,300,1,0.22730158730158725,4.0,0.9018499505645788
wsg_0231,100,0.1,2,7,0.06,14.84,"92.0
",0.0,False,300,1,0.2198730158730159,4.0,0.886942313043338
